business_name,phone,email,website,address,city,rating,reviews,category,lead_score
Adams Heating & Air Conditioning,(704) 376-4328,,https://www.calladams.com/?utm_source=GoogleBusinessProfile&utm_medium=GBP&utm_id=GBPWebsite&utm_term=website&utm_campaign=10072162832658669503,"600 Morris St, Charlotte, NC 28202",Charlotte NC,4.8,261,HVAC contractor,100
"Acosta Heating, Cooling, & Electrical",(704) 275-6190,,https://www.acostainc.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-profile-charlotte,"3915 Stuart Andrew Blvd, Charlotte, NC 28217",Charlotte NC,4.7,2318,HVAC contractor,100
City Heating and Air,(704) 400-0000,,http://cityheatingandair.com/,"4921 Albemarle Rd STE 101, Charlotte, NC 28205",Charlotte NC,4.8,155,Air conditioning repair service,100
All City Heat and Air,(980) 206-3959,,http://www.allcityheatandair.com/,"6128 Brookshire Blvd Suite L, Charlotte, NC 28216",Charlotte NC,5,495,HVAC contractor,100
Airtron Heating & Air Conditioning,(704) 264-3879,,https://airtron.com/charlotte/?utm_source=gmb&utm_medium=gmb-organic&utm_campaign=gmb-charlotte,"10616 Granite St L, Charlotte, NC 28273",Charlotte NC,4.8,2977,HVAC contractor,100
Raleigh Heating and Air,(919) 250-2945,,https://www.raleighheatingandair.com/?utm_campaign=google_business_profile,"2730 Rowland Rd, Raleigh, NC 27615",Raleigh NC,4.7,635,HVAC contractor,100
Air Experts Heating & Cooling,(919) 436-1181,,https://yourairexperts.com/?utm_campaign=google_business_profile,"7 Rupert Rd, Raleigh, NC 27603",Raleigh NC,4.9,8330,HVAC contractor,100
SantaAir Heating and Air,(919) 635-5289,,http://www.santaair.com/,"2940 Trawick Rd Unit 11, Raleigh, NC 27604",Raleigh NC,4.9,857,Heating contractor,100
Michael & Son Services,(919) 278-7841,,https://www.michaelandson.com/raleigh?utm_source=%20GMBlistingRaleigh&utm_medium=referral,"4001 Atlantic Ave, Raleigh, NC 27604",Raleigh NC,4.8,13527,HVAC contractor,100
"Thermo Direct, Inc.",(984) 313-9090,,http://www.thermodirectinc.com/?utm_source=organic&utm_medium=gbp&utm_campaign=raleigh_gbp,"4901 Trademark Drive, Raleigh, NC 27610",Raleigh NC,4.8,2188,HVAC contractor,100
Service Experts Heating & Air Conditioning,(919) 823-6631,,https://www.serviceexperts.com/raleigh-nc/?&utm_campaign=listing&utm_medium=organic_search&utm_source=gmb&utm_content=brand,"2815 S Wilmington St, Raleigh, NC 27603",Raleigh NC,4.9,6162,HVAC contractor,100
Icy Hot Heating and Air Conditioning,(919) 673-7667,,https://airconditioningrepairraleigh.com/,"5315 Orchard St, Raleigh, NC 27606",Raleigh NC,4.9,140,HVAC contractor,100
Cool Change Heating and Air,(919) 457-2494,,https://www.coolchangenc.com/,"2210 E Millbrook Rd Suite 103, Raleigh, NC 27604",Raleigh NC,4.9,327,HVAC contractor,100
Yellow Dot Heating & Air Conditioning,(919) 925-4235,,https://www.ydhvac.com/,"2400 Sumner Blvd Suite 120, Raleigh, NC 27616",Raleigh NC,4.8,4150,HVAC contractor,100
Comfort Monster Heating & Air,(919) 823-6881,,https://comfortmonster.com/?utm_source=google&utm_medium=gmb&utm_campaign=&utm_content=rdu&utm_term=,"3216 Wellington Ct # 111, Raleigh, NC 27615",Raleigh NC,4.9,1055,HVAC contractor,100
"Allen Kelly & Company, Inc.",(919) 779-4197,,https://allenkelly.com/,"220 Tryon Rd, Raleigh, NC 27603",Raleigh NC,4.8,1100,HVAC contractor,100
Air Quality Air Conditioning And Heating Repair,(919) 791-9898,,http://airqualitync.com/,"7203 Holly Springs Rd, Raleigh, NC 27606",Raleigh NC,5,238,HVAC contractor,100
"All American Heating, Air & Plumbing",(919) 782-6242,,https://www.allamerican-nc.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"7216 ACC Blvd Suite 100, Raleigh, NC 27617",Raleigh NC,4.9,710,HVAC contractor,100
"Air Experts Heating, Cooling and Plumbing",(919) 504-2499,,https://yourairexperts.com/?utm_campaign=google_business_profile,"2730 Rowland Rd #101, Raleigh, NC 27615",Raleigh NC,4.9,2933,HVAC contractor,100
ARS / Rescue Rooter,(919) 367-3793,,https://www.ars.com/raleigh?utm_source=google&utm_medium=gbp&utm_campaign=local_seo&utm_content=gbp_website_click,"641 S New Hope Rd, Raleigh, NC 27610",Raleigh NC,4.5,6626,Air conditioning repair service,100
"Bayou City Aire, LLC",(713) 568-9437,,http://www.bayoucityac.com/,"1205 North Loop, Houston, TX 77022",Houston TX,4.9,73,HVAC contractor,95
Cactus Cooling & Heating,(214) 817-0448,,http://www.cactuscoolingheating.com/?utm_campaign=gmb,"2530 W 10th St, Dallas, TX 75211",Dallas TX,4.9,67,HVAC contractor,95
Alpine Heating & Air Conditioning,(512) 881-7202,,https://www.austinalpine.com/,"1205 Sheldon Cove Bldg 2, Ste J, Austin, TX 78753",Austin TX,4.9,59,Air conditioning contractor,95
North Texas Comfort Heating and Air Conditioning,(817) 404-2048,,https://northtxcomforthvac.com/,,Fort Worth TX,5,66,HVAC contractor,95
Fort Worth Heat and Air,(817) 800-0340,,https://www.fortworthheatandair.com/,"308 N Beach St, Fort Worth, TX 76111",Fort Worth TX,4.8,62,Air conditioning contractor,95
"3 Kings A/C, LLC",(817) 884-7431,,http://3kingsairconditioningdfw.com/,"2306 Evans Ave, Fort Worth, TX 76104",Fort Worth TX,4.9,65,Air conditioning contractor,95
Techcool AC Repair Scottsdale,(602) 785-6230,,https://techcoollv.com/nearme/LandingPage.php?air-conditioning-repair-scottsdale-AZ,"12932 E Appaloosa Pl, Scottsdale, AZ 85259",Scottsdale AZ,4.8,91,Air conditioning contractor,95
Action Air Conditioning,(480) 651-4002,,https://actionacandheat.com/,"16629 E Dixileta Dr, Scottsdale, AZ 85262",Scottsdale AZ,5,79,Air conditioning repair service,95
Wynwood Air Conditioning and Refrigeration,(786) 303-3739,,http://wynwoodac.com/,"2919 NW 8th Ave #7, Miami, FL 33127",Miami FL,4.8,51,Air conditioning contractor,95
HVAC pros of Miami,(305) 699-6896,,http://www.hvac-pros-of-miami.com/,,Miami FL,5,55,HVAC contractor,95
Tampa AC Services Inc,(813) 797-7331,,https://tampa-acservices.com/,"3612 Palm Crossing Dr, Tampa, FL 33613",Tampa FL,5,67,Air conditioning repair service,95
"Professional, Inc.",(407) 736-1061,,http://professionalacandheating.com/,"3708 Gardenia Ave, Orlando, FL 32839",Orlando FL,4.7,77,HVAC contractor,95
Florida Home Air Conditioning,(904) 990-8633,,https://floridahomeac.com/service-areas?utm_source=google&utm_medium=gbp&utm_campaign=local_seo&utm_content=gbp_website_click,"4211 Emerson St, Jacksonville, FL 32207",Jacksonville FL,4.2,3528,Air conditioning contractor,95
"AC JAX, LLC",(904) 257-3078,,http://acjax904.com/,"4331 Palmer Ave, Jacksonville, FL 32210",Jacksonville FL,5,78,Air conditioning contractor,95
Elite Marine A/C,(954) 763-9677,,https://www.elitemarineair.com/,"1957 S Andrews Ave suite a, Fort Lauderdale, FL 33316",Fort Lauderdale FL,4.7,82,Air conditioning contractor,95
"Fahrenheit AC, INC",(954) 793-8610,,http://www.fahrenheitacfl.com/,"4000 FL-7 unit 311B, Fort Lauderdale, FL 33319",Fort Lauderdale FL,4.5,75,HVAC contractor,95
ATLANTA HVAC PROS,(404) 962-0203,,https://atlantahvacpros.com/,,Atlanta GA,4.8,57,HVAC contractor,95
Peppers Heating & Air Conditioning Service Inc.,(770) 483-1282,,https://www.peppersheatingandair.com/,"235 Peachtree Rd NE Suite 400, Atlanta, GA 30303",Atlanta GA,4.9,83,HVAC contractor,95
Dynamic Heating & Air LLC,(404) 480-3248,,https://dynamicheatingandairllc.org/,,Atlanta GA,5,96,HVAC contractor,95
Esquire Heating And Air,(404) 397-8224,,http://www.esquirehvac.com/,"20 terminus pl ne 1107-a, Atlanta, GA 30305",Atlanta GA,4.9,84,HVAC contractor,95
ASAP AIR A/C and Heating,(713) 862-1775,,https://www.asapairhoustonac.com/,"1009 Aurora St, Houston, TX 77009",Houston TX,5,43,HVAC contractor,90
Houston HVAC,(346) 772-7120,,http://www.callhoustonhvac.com/,"7629 Elm St, Houston, TX 77023",Houston TX,4.9,39,HVAC contractor,90
"Abacus Plumbing, Air Conditioning, & Electrical",(713) 812-7070,,https://www.abacusplumbing.net/?utm_campaign=gmb_ab-hou_home_everyone_gmb-houston&utm_medium=gmb&utm_source=google,"4001 Kendrick Plaza Dr, Houston, TX 77032",Houston TX,4.7,11753,Plumber,90
Hooper Plumbing & Air Conditioning,(214) 761-6820,,https://www.hooperplumbing.com/,"6725 Hillcrest Ave suite a, Dallas, TX 75205",Dallas TX,4.8,444,Plumber,90
Blitz AC Repair Fort Worth,(682) 254-9769,,http://blitzacrepairfortworth.com/,"4928 Overton Ridge Blvd, Fort Worth, TX 76132",Fort Worth TX,5,43,Air conditioning repair service,90
Fort Worth Heating and Air Conditioning,(817) 678-3622,,https://www.google.com/maps/search/?api=1&query=Fort%20Worth%20Heating%20and%20Air%20Conditioning&query_place_id=ChIJ46J9kvllToYRA-4uVpvFUGk,"4729 E Lancaster Ave, Fort Worth, TX 76103",Fort Worth TX,5,24,Air conditioning repair service,90
Biltmore Mechanical Heating And Cooling LLC,(602) 885-7328,,http://www.biltmoremechanical.com/,"5021 N 20th St #10533, Phoenix, AZ 85064",Phoenix AZ,4.9,45,Air conditioning contractor,90
Cold Stinger Heating And Air Conditioning Phoenix Arizona,(623) 521-6448,,https://coldstingerheatingandairconditioning.com/,"1720 E Wood St, Phoenix, AZ 85040",Phoenix AZ,4.9,37,HVAC contractor,90
Autocare Air Conditioning & Auto Repair,(602) 569-0871,,http://www.autocareacandbrakeinc.com/,"4223 E Bell Rd, Phoenix, AZ 85032",Phoenix AZ,4.9,554,Auto repair shop,90
Ez AC Repair Scottsdale,(602) 848-8238,,http://ezacrepairscottsdale.com/,"20247 Hayden Rd, Scottsdale, AZ 85255",Scottsdale AZ,5,29,Air conditioning repair service,90
AZ Home Services Group AC Repair & Plumbing Services of Scottsdale,(480) 923-3969,,https://azhomeservices.group/service-areas/scottsdale-arizona-air-conditioner-plumbing-services/,"15333 N Pima Rd #305, Scottsdale, AZ 85260",Scottsdale AZ,5,28,HVAC contractor,90
Your Scottsdale HVAC,(480) 637-7411,,http://www.yourscottsdalehvac.com/,,Scottsdale AZ,5,22,HVAC contractor,90
Local HVAC Company,(305) 697-3849,,https://www.google.com/maps/search/?api=1&query=Local%20HVAC%20Company&query_place_id=ChIJp_2iR7mx2YgRJylK7p8zS-s,,Miami FL,4.9,37,HVAC contractor,90
Heating & Air Conditioning Miami,(645) 225-1048,,https://www.google.com/maps/search/?api=1&query=Heating%20%26%20Air%20Conditioning%20Miami&query_place_id=ChIJF1MwKc272YgR28SX4N08aYI,"2420 NW 20th St, Miami, FL 33142",Miami FL,4.7,20,HVAC contractor,90
Beachside AC Repair 24 hour,(855) 848-2889,,https://acrepair24seven.com/,"3121 SW 7th St, Miami, FL 33135",Miami FL,5,35,HVAC contractor,90
Miami HVAC Repair,(305) 912-2291,,https://www.google.com/maps/search/?api=1&query=Miami%20HVAC%20Repair&query_place_id=ChIJ__8vTsTG2YgRPDR99DWN-qQ,,Miami FL,4.9,44,HVAC contractor,90
Affordable AC & Auto Repair Of Tampa,(813) 932-9643,,https://affordableautoandacoftampa.com/,"14239 N Florida Ave Suite B, Tampa, FL 33613",Tampa FL,4.5,165,Auto repair shop,90
Father and Son Air Conditioning and Duct Orlando,(407) 929-3535,,https://fatherandsonac.com/,"1612 Camerbur Dr, Orlando, FL 32805",Orlando FL,5,32,Air conditioning contractor,90
SoFlo Air Conditioning & Heat,(954) 224-4280,,http://www.sofloairandheat.com/,,Fort Lauderdale FL,4.9,48,HVAC contractor,90
Cooling Town Service & Repair,(754) 269-1666,,https://coolingtownfortlauderdale.com/,,Fort Lauderdale FL,5,44,HVAC contractor,90
Cool It Air Conditioning Repair,(954) 697-9068,,https://coolitairconditioning.com/locations/top-rated-ac-repair-services-fort-lauderdale-fl/,"1038 Chateau Park Dr, Fort Lauderdale, FL 33311",Fort Lauderdale FL,4.7,32,Air conditioning repair service,90
Sarasota Heating and Air Conditioning,(941) 367-3481,,https://www.google.com/maps/search/?api=1&query=Sarasota%20Heating%20and%20Air%20Conditioning&query_place_id=ChIJP1wfhYNHw4gRYUbRKWa0-rw,"420 S Washington Blvd, Sarasota, FL 34236",Sarasota FL,5,47,HVAC contractor,90
HVAC Guyz & Plumbing Inc,(470) 255-4535,,https://www.google.com/maps/search/?api=1&query=HVAC%20Guyz%20%26%20Plumbing%20Inc&query_place_id=ChIJ8cpWfjQF9YgRPHbr1ol2SWs,"Atlanta, GA 30324",Atlanta GA,4.8,37,HVAC contractor,90
J & Cooling LLC.,(404) 720-1835,,https://www.google.com/maps/search/?api=1&query=J%20%26%20Cooling%20LLC.&query_place_id=ChIJu0-FiZAd9YgR5tsVimtApMs,,Atlanta GA,4.6,49,HVAC contractor,90
"Galgon HVAC & Mechanical Service, Inc.",(404) 352-1500,,https://galgonhvac.com/,"1800 MacArthur Blvd NW, Atlanta, GA 30318",Atlanta GA,4.7,36,HVAC contractor,90
Elite AC Heating Repair Miami,(305) 239-8487,,https://www.google.com/maps/search/?api=1&query=Elite%20AC%20Heating%20Repair%20Miami&query_place_id=ChIJ___rJjFxaYgRmURDgb0w2PA,"2955 SW 8th St, Miami, FL 33135",Miami FL,5,9,HVAC contractor,85
Extra HVAC Maintenance Downtown Miami,(786) 420-4669,,https://www.google.com/maps/search/?api=1&query=Extra%20HVAC%20Maintenance%20Downtown%20Miami&query_place_id=ChIJlzufTg2x2YgRA6bAZtwP7vg,,Miami FL,4.7,17,HVAC contractor,85
Service Air Conditioning Miami Beach,(645) 202-8087,,https://service1airco.com/,"1500 Alton Rd #183, Miami Beach, FL 33139",Miami FL,5,18,HVAC contractor,85
Orlando HVAC Services,(321) 326-9050,,https://www.google.com/maps/search/?api=1&query=Orlando%20HVAC%20Services&query_place_id=ChIJ1ysJx3h754gRU3u0qgeto84,"1307 Edgewater Dr, Orlando, FL 32804",Orlando FL,5,16,HVAC contractor,85
Tops Air Conditioning Repair Ft. Lauderdale,(754) 327-7821,,https://topsheatingacsvs.com/,,Fort Lauderdale FL,5,9,HVAC contractor,85
Fort-Lauderdale Ac Repair,(754) 266-3008,,http://fort-lauderdaleacrepair.com/,"2212 SE 4th Ave, Fort Lauderdale, FL 33316",Fort Lauderdale FL,5,11,HVAC contractor,85
AC Repair Fort Worth,(817) 532-9690,,http://hvacrepairfortworthtx.com/,"E California Pkwy, Fort Worth, TX 76119",Fort Worth TX,5,1,Air conditioning repair service,80
Miami AC Repair,(786) 571-4951,,https://www.miamiacexperts.net/,"550 NW 27th Ave, Miami, FL 33125",Miami FL,5,1,Air conditioning contractor,80
Air Conditioning Repair Downtown Miami LLC,(786) 432-6002,,https://www.google.com/maps/search/?api=1&query=Air%20Conditioning%20Repair%20Downtown%20Miami%20LLC&query_place_id=ChIJV_442Oi32YgRYO5C8VuGtTM,"1326 NE 1st Ct 2d 2d, Miami, FL 33132",Miami FL,5,2,HVAC contractor,80
HVACSolutions Pro AC Repair Miami,(645) 219-1399,,https://hvacsolutionspro.com/location/comprehensive-hvac-services-in-miami,"1925 NE 2nd Ave office 87, Miami, FL 33132",Miami FL,5,4,Air conditioning repair service,80
Fort Lauderdale AC Services,(754) 296-7002,,https://www.fortlauderdaleacservices.com/,"401 E Las Olas Blvd Suite 101, Fort Lauderdale, FL 33301",Fort Lauderdale FL,5,3,Air conditioning contractor,80
